generated_at,record_source,freshness_flag,zotero_item_id,zotero_key,zotero_item_type,zotero_topic_collection,zotero_collection_paths,zotero_tier_collection,theme,title,authors,first_author,year,doi,url,venue,provisional_tier,tier_basis,evidence_role,scite_match_status,scite_canonical_doi,scite_url,scite_citing_publications_range,scite_supporting_context_range,scite_mentioning_context_range,scite_contrasting_context_range,scite_context_interpretation,quality_flags,recommended_next_step,screening_status,limitations
2026-07-01,zotero,zotero_added_since_2026-05-01,123,X4IU2E29,journalArticle,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,The rise and potential of large language model based agents: a survey,Zhiheng Xi; Wenxiang Chen; Xin Guo; Wei He; Yiwen Ding; Boyang Hong; Ming Zhang; Junzhe Wang; Senjie Jin; Enyu Zhou; Rui Zheng; Xiaoran Fan; Xiao Wang; Limao Xiong; Yuhao Zhou; Weiran Wang; Changhao Jiang; Yicheng Zou; Xiangyang Liu; Zhangyue Yin; Shihan Dou; Rongxiang Weng; Wenjuan Qin; Yongyan Zheng; Xipeng Qiu; Xuanjing Huang; Qi Zhang; Tao Gui,Zhiheng Xi,2025,10.1007/s11432-024-4222-0,https://doi.org/10.1007/s11432-024-4222-0,Science China Information Sciences,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.1007/s11432-024-4222-0,https://doi.org/10.1007/s11432-024-4222-0,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,124,FXTG2PCE,journalArticle,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,A survey on large language model based autonomous agents,Lei Wang; Chen Ma; Xueyang Feng; Zeyu Zhang; Hao Yang; Jingsen Zhang; Zhiyuan Chen; Jiakai Tang; Xu Chen; Yankai Lin; Wayne Xin Zhao; Zhewei Wei; Jirong Wen,Lei Wang,2024,10.1007/s11704-024-40231-1,https://doi.org/10.1007/s11704-024-40231-1,Frontiers of Computer Science,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.1007/s11704-024-40231-1,https://doi.org/10.1007/s11704-024-40231-1,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,125,XMKLQWH6,conferencePaper,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,WebArena: A Realistic Web Environment for Building Autonomous Agents,Shuyan Zhou; Frank F. Xu; Hao Zhu; Xuhui Zhou; Robert Lo; Abishek Sridhar; Xianyi Cheng; Tianyue Ou; Yonatan Bisk; Daniel Fried; Uri Alon; Graham Neubig,Shuyan Zhou,2023,,https://openreview.net/forum?id=oKn9c6ytLx,The Twelfth International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.48550/arxiv.2307.13854,https://arxiv.org/pdf/2307.13854,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,127,UFZ8G7B8,preprint,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,WebGPT: Browser-assisted question-answering with human feedback,Reiichiro Nakano; Jacob Hilton; Suchir Balaji; Jeff Wu; Long Ouyang; Christina Kim; Christopher Hesse; Shantanu Jain; Vineet Kosaraju; William Saunders; Xu Jiang; Karl Cobbe; Tyna Eloundou; Gretchen Krueger; Kevin Button; Matthew Knight; Benjamin Chess; John Schulman,Reiichiro Nakano,2022,10.48550/arXiv.2112.09332,http://arxiv.org/abs/2112.09332,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.48550/arxiv.2112.09332,https://arxiv.org/pdf/2112.09332,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,128,KRCVHUZS,preprint,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,"MRKL Systems: A modular, neuro-symbolic architecture that combines large language models, external knowledge sources and discrete reasoning",Ehud Karpas; Omri Abend; Yonatan Belinkov; Barak Lenz; Opher Lieber; Nir Ratner; Yoav Shoham; Hofit Bata; Yoav Levine; Kevin Leyton-Brown; Dor Muhlgay; Noam Rozen; Erez Schwartz; Gal Shachaf; Shai Shalev-Shwartz; Amnon Shashua; Moshe Tenenholtz,Ehud Karpas,2022,10.48550/arXiv.2205.00445,http://arxiv.org/abs/2205.00445,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.48550/arxiv.2205.00445,https://arxiv.org/pdf/2205.00445,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,129,UP86ECDV,conferencePaper,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs,Yujia Qin; Shihao Liang; Yining Ye; Kunlun Zhu; Lan Yan; Yaxi Lu; Yankai Lin; Xin Cong; Xiangru Tang; Bill Qian; Sihan Zhao; Lauren Hong; Runchu Tian; Ruobing Xie; Jie Zhou; Mark Gerstein; Dahai Li; Zhiyuan Liu; Maosong Sun,Yujia Qin,2023,,https://openreview.net/forum?id=dHng2O0Jjr,The Twelfth International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.48550/arxiv.2307.16789,https://arxiv.org/pdf/2307.16789,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,131,BC6WD2UB,conferencePaper,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,Gorilla: large language model connected with massive APIs,Shishir G. Patil; Tianjun Zhang; Xin Wang; Joseph E. Gonzalez,Shishir G. Patil,2024,,,Proceedings of the 38th International Conference on Neural Information Processing Systems,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.52202/079017-4020,https://doi.org/10.52202/079017-4020,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,132,VQSJYE4C,conferencePaper,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Agent security benchmarks,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,Minghao Li; Yingxiu Zhao; Bowen Yu; Feifan Song; Hangyu Li; Haiyang Yu; Zhoujun Li; Fei Huang; Yongbin Li; Houda Bouamor; Juan Pino; Kalika Bali,Minghao Li,2023,10.18653/v1/2023.emnlp-main.187,https://aclanthology.org/2023.emnlp-main.187/,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.18653/v1/2023.emnlp-main.187,https://aclanthology.org/2023.emnlp-main.187.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,133,2W94ENA2,journalArticle,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,Tool Learning with Foundation Models,Yujia Qin; Shengding Hu; Yankai Lin; Weize Chen; Ning Ding; Ganqu Cui; Zheni Zeng; Xuanhe Zhou; Yufei Huang; Chaojun Xiao; Chi Han; Yi Ren Fung; Yusheng Su; Huadong Wang; Cheng Qian; Runchu Tian; Kunlun Zhu; Shihao Liang; Xingyu Shen; Bokai Xu; Zhen Zhang; Yining Ye; Bowen Li; Ziwei Tang; Jing Yi; Yuzhang Zhu; Zhenning Dai; Lan Yan; Xin Cong; Yaxi Lu; Weilin Zhao; Yuxiang Huang; Junxi Yan; Xu Han; Xian Sun; Dahai Li; Jason Phang; Cheng Yang; Tongshuang Wu; Heng Ji; Guoliang Li; Zhiyuan Liu; Maosong Sun,Yujia Qin,2024,10.1145/3704435,https://dl.acm.org/doi/10.1145/3704435,ACM Computing Surveys,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.1145/3704435,https://doi.org/10.1145/3704435,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,Prompt injection core,Indirect prompt injection in large language models,,,2026,10.1007/s00521-026-12266-x,https://doi.org/10.1007/s00521-026-12266-x,Springer / Neural Computing and Applications signal,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Threat model and indirect prompt-injection foundation.,discovered_by_scite_recent_search,10.1007/s00521-026-12266-x,https://doi.org/10.1007/s00521-026-12266-x,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),"Strict Scite query result for exact phrase indirect prompt injection after 2026-05-01; high relevance, verify quality.",recent_scite_candidate; priority=high,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,MCP security,MCP safety audit: LLMs with the model context protocol allow major security exploits,,,2026,10.1117/12.3097390,https://doi.org/10.1117/12.3097390,SPIE proceedings,T3_or_watchlist,Unclear source quality; verify manually.,Protocol-mediated carrier and MCP risk/source candidate.,discovered_by_scite_recent_search,10.1117/12.3097390,https://doi.org/10.1117/12.3097390,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Recent MCP security result; likely relevant but venue strength needs checking.,recent_scite_candidate; priority=medium,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,Foundations - LLM agents and tool use,"Securing the Agent: Vendor-Neutral, Multitenant Enterprise Retrieval and Tool Use",,,2026,10.1145/3786335.3813145,https://doi.org/10.1145/3786335.3813145,ACM proceedings signal,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Foundation for LLM agent/tool-use architecture.,discovered_by_scite_recent_search,10.1145/3786335.3813145,https://doi.org/10.1145/3786335.3813145,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Recent tool/retrieval security candidate; may inform practitioner architecture.,recent_scite_candidate; priority=medium,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,Foundations - LLM agents and tool use,A Prompt-Aware Structuring Framework for Reliable Reuse of AI-Generated Content in the Agentic Web,,,2026,10.1145/3774905.3795092,https://doi.org/10.1145/3774905.3795092,ACM proceedings signal,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Foundation for LLM agent/tool-use architecture.,discovered_by_scite_recent_search,10.1145/3774905.3795092,https://doi.org/10.1145/3774905.3795092,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Potentially relevant to prompt-aware structuring and data/instruction separation.,recent_scite_candidate; priority=medium,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,Foundations - LLM agents and tool use,"Context, Reasoning, and Hierarchy: A Cost-Performance Study of Compound LLM Agent Design in an Adversarial POMDP",,,2026,10.1145/3786335.3813149,https://doi.org/10.1145/3786335.3813149,ACM proceedings signal,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Foundation for LLM agent/tool-use architecture.,discovered_by_scite_recent_search,10.1145/3786335.3813149,https://doi.org/10.1145/3786335.3813149,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Adjacent evidence for hierarchy/adversarial agent design; not necessarily direct prompt-injection evidence.,recent_scite_candidate; priority=medium,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,MCP security,Can Model Internals Detect MCP Tool Poisoning That Text Analysis Cannot?,,,2026,10.5281/zenodo.19990740,https://doi.org/10.5281/zenodo.19990740,Zenodo,T3_or_watchlist,New Scite result with weak/uncertain venue signal; include only as monitoring candidate.,Protocol-mediated carrier and MCP risk/source candidate.,discovered_by_scite_recent_search,10.5281/zenodo.19990740,https://doi.org/10.5281/zenodo.19990740,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),"Interesting MCP tool-poisoning candidate, but low-quality signal until validated.",recent_scite_candidate; priority=watchlist,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,Defences and guardrails,Why Single-Layer LLM Guardrails Fail: A Dual-Detection Pattern on AWS Bedrock,,,2026,10.21203/rs.3.rs-9707431/v1,https://doi.org/10.21203/rs.3.rs-9707431/v1,Research Square,T3_or_watchlist,New Scite result with weak/uncertain venue signal; include only as monitoring candidate.,Candidate defence/baseline for RQ2.,discovered_by_scite_recent_search,10.21203/rs.3.rs-9707431/v1,https://doi.org/10.21203/rs.3.rs-9707431/v1,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),"Supports a possible caveat against single-layer guardrails, but preprint/watchlist only.",recent_scite_candidate; priority=watchlist,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,Long-horizon and memory risks,Measuring What Survives: Pressure-Filtered Persistence and a Masking Index for LLM-Agent Safety Evaluation,,,2026,10.21203/rs.3.rs-10026792/v1,https://doi.org/10.21203/rs.3.rs-10026792/v1,Research Square,T3_or_watchlist,New Scite result with weak/uncertain venue signal; include only as monitoring candidate.,"Candidate for persistence, memory, delayed compromise, or long-horizon risk.",discovered_by_scite_recent_search,10.21203/rs.3.rs-10026792/v1,https://doi.org/10.21203/rs.3.rs-10026792/v1,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),"Potentially relevant to persistence metrics, but very weak venue/preprint signal.",recent_scite_candidate; priority=watchlist,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
2026-07-01,scite_recent_candidate,scite_discovered_since_2026-05-01,,,,,,,Long-horizon and memory risks,SECREFLECT: Reliable Context Evolution for Autonomous Cyber Agents via Pre-Memory Reflection Validation,,,2026,10.21203/rs.3.rs-9843491/v1,https://doi.org/10.21203/rs.3.rs-9843491/v1,Research Square,T3_or_watchlist,New Scite result with weak/uncertain venue signal; include only as monitoring candidate.,"Candidate for persistence, memory, delayed compromise, or long-horizon risk.",discovered_by_scite_recent_search,10.21203/rs.3.rs-9843491/v1,https://doi.org/10.21203/rs.3.rs-9843491/v1,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),"Adjacent to memory validation/persistence, but watchlist until verified.",recent_scite_candidate; priority=watchlist,Search/inspect full paper before adding to Zotero; keep as watchlist if venue/source remains weak.,candidate_not_in_zotero,Discovered by Scite query; not yet in Zotero and not human-read.
